,T2M,RH2M,PS,ARI,CAI,CIRE,DWSI,EVI,GCVI,MCARI,SIPI,pH,Temperature (Centigrate),EC (microsiemens per cm),N (mg/Kg),P  (mg/Kg),K  (mg/Kg)
6797,18.7,46.81,98.73,1.481875,0.864625,0.512583333,1.026708333,0.303541667,0.950541667,-0.008583333,1.197375,64,19.75833333,222,278.1666667,19,27
6800,16.31,57.5,98.6,1.477575,0.862925,0.51505,1.027075,0.306175,0.955575,-0.00865,1.197475,64,19.76153846,210,265.6153846,18.19230769,26
6801,15.93,58.69,98.62,1.4765,0.8625,0.515666667,1.027166667,0.306833333,0.956833333,-0.008666667,1.1975,64,19.74090909,206,260.6818182,18,26
6802,16.21,58.75,98.74,1.47435,0.86165,0.5169,1.02735,0.30815,0.95935,-0.0087,1.19755,64,19.7,202,255,18,25
6803,20.19,48.25,98.8,1.473275,0.861225,0.517516667,1.027441667,0.308808333,0.960608333,-0.008716667,1.197575,64,19.66666667,198,251.3333333,17.44444444,25
6804,28.58,23.88,98.87,1.471125,0.860375,0.51875,1.027625,0.310125,0.963125,-0.00875,1.197625,64,19.70769231,194,249.7307692,17,24.88461538
6805,31.36,19.25,98.84,1.47005,0.85995,0.519366667,1.027716667,0.310783333,0.964383333,-0.008766667,1.19765,64,19.7,194,248.7826087,17,24.56521739
6806,32.81,17.81,98.77,1.468975,0.859525,0.519983333,1.027808333,0.311441667,0.965641667,-0.008783333,1.197675,64,19.6,202,251.1818182,17.18181818,25
6807,33.66,17.12,98.68,1.4679,0.8591,0.5206,1.0279,0.3121,0.9669,-0.0088,1.1977,64,19.40769231,206,252.6923077,18,25
6808,33.9,17.06,98.57,1.466825,0.858675,0.521216667,1.027991667,0.312758333,0.968158333,-0.008816667,1.197725,64,19.34,214,254.6,18,25
6809,33.67,17.31,98.48,1.46575,0.85825,0.521833333,1.028083333,0.313416667,0.969416667,-0.008833333,1.19775,64,18.9,220.4,258,18,25
6810,32.83,18.19,98.44,1.464675,0.857825,0.52245,1.028175,0.314075,0.970675,-0.00885,1.197775,64,18.7,226,257,18,25
6811,30.94,23.12,98.45,1.4636,0.8574,0.523066667,1.028266667,0.314733333,0.971933333,-0.008866667,1.1978,64,18.6,230,258,18,25
6812,26.91,34.19,98.48,1.462525,0.856975,0.523683333,1.028358333,0.315391667,0.973191667,-0.008883333,1.197825,64,18.54615385,234,257,18,25
6813,24.9,37.06,98.52,1.46145,0.85655,0.5243,1.02845,0.31605,0.97445,-0.0089,1.19785,64,18.54761905,234,254.5714286,18,25
6814,24.21,38.88,98.56,1.460375,0.856125,0.524916667,1.028541667,0.316708333,0.975708333,-0.008916667,1.197875,64,18.54230769,234,252.2692308,17.65384615,25
6815,23.44,41.5,98.6,1.4593,0.8557,0.525533333,1.028633333,0.317366667,0.976966667,-0.008933333,1.1979,64,18.51,234,246.2,17,24
6816,21.63,48.38,98.61,1.45715,0.85485,0.526766667,1.028816667,0.318683333,0.979483333,-0.008966667,1.19795,64.52631579,18.44736842,226,239,17,23
6817,21.2,50.75,98.6,1.456075,0.854425,0.527383333,1.028908333,0.319341667,0.980741667,-0.008983333,1.197975,64,18.5,226,233,16,23
6818,20.75,53,98.6,1.455,0.854,0.528,1.029,0.32,0.982,-0.009,1.198,65,18.39230769,222,229.7307692,16,22.57692308
6819,20.43,54.56,98.59,1.454379167,0.853927083,0.5275125,1.02888125,0.319779167,0.98120625,-0.009020833,1.1982125,65,18.3,218,224,16,22
6820,20.15,55.88,98.56,1.453758333,0.853854167,0.527025,1.0287625,0.319558333,0.9804125,-0.009041667,1.198425,65,18.245,214,221.3,15,21.95
6821,19.98,56.56,98.53,1.4531375,0.85378125,0.5265375,1.02864375,0.3193375,0.97961875,-0.0090625,1.1986375,65,17.9,214,217,15,21
6822,19.92,56.94,98.54,1.452516667,0.853708333,0.52605,1.028525,0.319116667,0.978825,-0.009083333,1.19885,65,17.9,210,213.7037037,15,21
6823,19.91,57.06,98.57,1.451895833,0.853635417,0.5255625,1.02840625,0.318895833,0.97803125,-0.009104167,1.1990625,65,17.9,206,210.6538462,15,21
6824,20.55,55.19,98.61,1.451275,0.8535625,0.525075,1.0282875,0.318675,0.9772375,-0.009125,1.199275,65,17.9,206,207,14,20
6825,24.47,44.44,98.73,1.450033333,0.853416667,0.5241,1.02805,0.318233333,0.97565,-0.009166667,1.1997,65,17.8,198,202,14,20
6826,27.53,35.38,98.75,1.4494125,0.85334375,0.5236125,1.02793125,0.3180125,0.97485625,-0.0091875,1.1999125,65,17.9,198,200,14,20
6827,29.73,28.06,98.75,1.448791667,0.853270833,0.523125,1.0278125,0.317791667,0.9740625,-0.009208333,1.200125,65,17.69166667,198,198,14,19
6828,30.44,26.06,98.71,1.448170833,0.853197917,0.5226375,1.02769375,0.317570833,0.97326875,-0.009229167,1.2003375,65,17.55833333,204,199.0833333,14,19
6829,30.69,25.31,98.63,1.44755,0.853125,0.52215,1.027575,0.31735,0.972475,-0.00925,1.20055,65,17.4,210,200.1538462,14,19
6830,30.55,25.25,98.54,1.446929167,0.853052083,0.5216625,1.02745625,0.317129167,0.97168125,-0.009270833,1.2007625,65,17.3,218,198.7272727,14,19
6831,30.26,25.62,98.45,1.446308333,0.852979167,0.521175,1.0273375,0.316908333,0.9708875,-0.009291667,1.200975,65,17.2,222,198.8181818,14,19.81818182
6832,29.66,27.31,98.39,1.4456875,0.85290625,0.5206875,1.02721875,0.3166875,0.97009375,-0.0093125,1.2011875,65,16.8,230,198,14,19
6833,26.13,39.75,98.34,1.444445833,0.852760417,0.5197125,1.02698125,0.316245833,0.96850625,-0.009354167,1.2016125,65,16.6,238,199,14,19
6834,25.23,38.44,98.35,1.443825,0.8526875,0.519225,1.0268625,0.316025,0.9677125,-0.009375,1.201825,65,16.6,238,198,14,19
6835,24.58,39.06,98.38,1.443204167,0.852614583,0.5187375,1.02674375,0.315804167,0.96691875,-0.009395833,1.2020375,65,16.60384615,238,197.3461538,14,19
6836,23.76,40.25,98.41,1.442583333,0.852541667,0.51825,1.026625,0.315583333,0.966125,-0.009416667,1.20225,65,16.69259259,238,193.5925926,13,19
6837,21.47,44.75,98.41,1.441341667,0.852395833,0.517275,1.0263875,0.315141667,0.9645375,-0.009458333,1.202675,65,16.64761905,230,186.8571429,13,18
6838,20.76,45.62,98.4,1.440720833,0.852322917,0.5167875,1.02626875,0.314920833,0.96374375,-0.009479167,1.2028875,65,16.68,230,184.48,13,18
6844,19.42,47.12,98.32,1.436995833,0.851885417,0.5138625,1.02555625,0.313595833,0.95898125,-0.009604167,1.2041625,65,16.56923077,210,167,11,16
6845,19.69,48.12,98.36,1.436375,0.8518125,0.513375,1.0254375,0.313375,0.9581875,-0.009625,1.204375,65,16.54761905,210,164.5238095,11,16
6846,21.43,45.5,98.41,1.435754167,0.851739583,0.5128875,1.02531875,0.313154167,0.95739375,-0.009645833,1.2045875,65,16.5,206,162,11,16
6847,24.57,37.94,98.44,1.435133333,0.851666667,0.5124,1.0252,0.312933333,0.9566,-0.009666667,1.2048,65,16.5,202,161,11,16
6848,29.38,28,98.44,1.4345125,0.85159375,0.5119125,1.02508125,0.3127125,0.95580625,-0.0096875,1.2050125,65,16.5,202,159,11,15
6849,31.44,24.25,98.4,1.433891667,0.851520833,0.511425,1.0249625,0.312491667,0.9550125,-0.009708333,1.205225,65,16.4,202,158,11,15
6850,32.63,22.38,98.33,1.433270833,0.851447917,0.5109375,1.02484375,0.312270833,0.95421875,-0.009729167,1.2054375,65,16.2,208.4,157.2,11,15
6851,33.38,21.06,98.23,1.43265,0.851375,0.51045,1.024725,0.31205,0.953425,-0.00975,1.20565,65,16.1,214,155.8571429,11,15
6852,33.69,20.44,98.13,1.432029167,0.851302083,0.5099625,1.02460625,0.311829167,0.95263125,-0.009770833,1.2058625,65,15.6,222,156,11,15
6853,33.52,20.12,98.04,1.431408333,0.851229167,0.509475,1.0244875,0.311608333,0.9518375,-0.009791667,1.206075,65,15.5,226,155,11,15
6855,31.56,22.19,97.96,1.430166667,0.851083333,0.5085,1.02425,0.311166667,0.95025,-0.009833333,1.2065,66,15.22962963,242,155.2222222,11,15
6856,27.11,34.25,97.96,1.429545833,0.851010417,0.5080125,1.02413125,0.310945833,0.94945625,-0.009854167,1.2067125,66,15.136,246,153.64,10.64,15
6857,24.3,39.38,98,1.428925,0.8509375,0.507525,1.0240125,0.310725,0.9486625,-0.009875,1.206925,66,15.1,246,153,10,15
6858,23.37,41.31,98.04,1.428304167,0.850864583,0.5070375,1.02389375,0.310504167,0.94786875,-0.009895833,1.2071375,66,15.26296296,246,152,10,15
6859,22.67,43.12,98.06,1.427683333,0.850791667,0.50655,1.023775,0.310283333,0.947075,-0.009916667,1.20735,66,15.2,246,149,10,14
6860,22.07,44.81,98.08,1.4270625,0.85071875,0.5060625,1.02365625,0.3100625,0.94628125,-0.0099375,1.2075625,66,15.2,242,147,10,14
6861,21.48,46.75,98.07,1.426441667,0.850645833,0.505575,1.0235375,0.309841667,0.9454875,-0.009958333,1.207775,66,15.20666667,238,143.6666667,10,14
6862,20.94,48.5,98.05,1.425820833,0.850572917,0.5050875,1.02341875,0.309620833,0.94469375,-0.009979167,1.2079875,66,15.3,234,141,10,14
6863,20.67,49.5,98.02,1.4252,0.8505,0.5046,1.0233,0.3094,0.9439,-0.01,1.2082,66,15.3,230,138.4444444,9,13
6864,20.16,51.88,98.01,1.424579167,0.850427083,0.5041125,1.02318125,0.309179167,0.94310625,-0.010020833,1.2084125,66,15.3,226,135,9,13
6865,19.86,53.25,97.99,1.423958333,0.850354167,0.503625,1.0230625,0.308958333,0.9423125,-0.010041667,1.208625,66,15.2,222,133,9,13
6866,18.86,56.75,98,1.4233375,0.85028125,0.5031375,1.02294375,0.3087375,0.94151875,-0.0100625,1.2088375,66,15.2,222,131,9,13
6867,17.69,60.75,98.01,1.422716667,0.850208333,0.50265,1.022825,0.308516667,0.940725,-0.010083333,1.20905,66,15.2,218,129,9,13
6868,16.96,62.94,98.06,1.422095833,0.850135417,0.5021625,1.02270625,0.308295833,0.93993125,-0.010104167,1.2092625,66,15.26363636,214,127.3636364,9,12
6869,17.43,60.75,98.13,1.421475,0.8500625,0.501675,1.0225875,0.308075,0.9391375,-0.010125,1.209475,66,15.2,214,125,8,12
6870,21.23,47.81,98.22,1.420854167,0.849989583,0.5011875,1.02246875,0.307854167,0.93834375,-0.010145833,1.2096875,66,15.17083333,210,123.25,8,12
6871,25.03,37.38,98.3,1.420233333,0.849916667,0.5007,1.02235,0.307633333,0.93755,-0.010166667,1.2099,66,15.12173913,206,122,8,12
6878,31.16,21.44,97.93,1.415266667,0.849333333,0.4968,1.0214,0.305866667,0.9312,-0.010333333,1.2116,66,14.132,242,123.84,8,12
6879,28.07,30.56,97.94,1.414645833,0.849260417,0.4963125,1.02128125,0.305645833,0.93040625,-0.010354167,1.2118125,66,14.192,246,123,8,12
6880,26.3,29.69,97.99,1.414025,0.8491875,0.495825,1.0211625,0.305425,0.9296125,-0.010375,1.212025,66,14.1,246,122,8,12
6881,24.87,32.19,98.04,1.413404167,0.849114583,0.4953375,1.02104375,0.305204167,0.92881875,-0.010395833,1.2122375,67,14.17777778,246,121.2222222,8,12
6882,23.04,36.06,98.08,1.412783333,0.849041667,0.49485,1.020925,0.304983333,0.928025,-0.010416667,1.21245,67,14.2,246,120,8,12
6883,21.4,40.5,98.12,1.4121625,0.84896875,0.4943625,1.02080625,0.3047625,0.92723125,-0.0104375,1.2126625,67,14.1,242,117,8,11
6884,20.46,43.75,98.13,1.411541667,0.848895833,0.493875,1.0206875,0.304541667,0.9264375,-0.010458333,1.212875,67,14.2,238,115.2941176,8,11
6885,20.1,45.94,98.12,1.410920833,0.848822917,0.4933875,1.02056875,0.304320833,0.92564375,-0.010479167,1.2130875,67,14.2,234,113,8,11
6889,18.48,59.06,98.02,1.4084375,0.84853125,0.4914375,1.02009375,0.3034375,0.92246875,-0.0105625,1.2139375,67,14.17142857,222,105,7,10
6890,18.19,58.81,98.03,1.407816667,0.848458333,0.49095,1.019975,0.303216667,0.921675,-0.010583333,1.21415,67,14.185,218,104,7,10
6891,17.73,59.44,98.07,1.407195833,0.848385417,0.4904625,1.01985625,0.302995833,0.92088125,-0.010604167,1.2143625,67,14.2,218,103,7,10
6892,18.21,58.19,98.11,1.406575,0.8483125,0.489975,1.0197375,0.302775,0.9200875,-0.010625,1.214575,67,14.15263158,214,101.0526316,7,10
6893,20.73,49.88,98.18,1.405954167,0.848239583,0.4894875,1.01961875,0.302554167,0.91929375,-0.010645833,1.2147875,67,14.13478261,214,100.3913043,7,9.782608696
6894,22.93,41.31,98.26,1.405333333,0.848166667,0.489,1.0195,0.302333333,0.9185,-0.010666667,1.215,67,14.19473684,210,98.57894737,7,9
6895,26.9,28.44,98.31,1.4047125,0.84809375,0.4885125,1.01938125,0.3021125,0.91770625,-0.0106875,1.2152125,67,14.1,210,97,6,9
6898,32.01,17.5,98.18,1.402229167,0.847802083,0.4865625,1.01890625,0.301229167,0.91453125,-0.010770833,1.2160625,67,13.3,226,98,7,9
6899,30.79,18.88,98.09,1.4009875,0.84765625,0.4855875,1.01866875,0.3007875,0.91294375,-0.0108125,1.2164875,67,13,242,99,7,9
6900,28.8,29.69,98.09,1.400366667,0.847583333,0.4851,1.01855,0.300566667,0.91215,-0.010833333,1.2167,67,13.04285714,250,99,7,9.714285714
6901,25.92,35.25,98.11,1.399745833,0.847510417,0.4846125,1.01843125,0.300345833,0.91135625,-0.010854167,1.2169125,67,12.9,254,99,7,9
6902,24.07,36.44,98.15,1.399125,0.8474375,0.484125,1.0183125,0.300125,0.9105625,-0.010875,1.217125,67,12.936,254,99,7,9.36
6903,23.01,38.06,98.18,1.398504167,0.847364583,0.4836375,1.01819375,0.299904167,0.90976875,-0.010895833,1.2173375,67,12.94736842,254,98.47368421,7,9
6904,21.19,42.44,98.25,1.3972625,0.84721875,0.4826625,1.01795625,0.2994625,0.90818125,-0.0109375,1.2177625,67,12.96,250,95,6,9
6905,20.92,43.62,98.28,1.396641667,0.847145833,0.482175,1.0178375,0.299241667,0.9073875,-0.010958333,1.217975,67,12.9,246,91.11538462,6,9
6906,20.61,44.62,98.29,1.396020833,0.847072917,0.4816875,1.01771875,0.299020833,0.90659375,-0.010979167,1.2181875,67,13,242,92,6,9
6913,19.74,68.94,98.65,1.390433333,0.846416667,0.4773,1.01665,0.297033333,0.89945,-0.011166667,1.2201,67,13.03913043,214,80,5,8
6914,22.8,51.5,98.68,1.3898125,0.84634375,0.4768125,1.01653125,0.2968125,0.89865625,-0.0111875,1.2203125,66,12.9,214,79,5,7
6915,25.9,36.44,98.67,1.389191667,0.846270833,0.476325,1.0164125,0.296591667,0.8978625,-0.011208333,1.220525,66,12.9,210,78.78571429,5,7
6921,26.04,37.62,98.28,1.385466667,0.845833333,0.4734,1.0157,0.295266667,0.8931,-0.011333333,1.2218,66,12.4,226,82,5,8
6922,23.62,51.19,98.32,1.384845833,0.845760417,0.4729125,1.01558125,0.295045833,0.89230625,-0.011354167,1.2220125,66,12.4,230,83,5,8
6923,21.9,56.25,98.37,1.384225,0.8456875,0.472425,1.0154625,0.294825,0.8915125,-0.011375,1.222225,66,12.4,230,83,5,8
6924,20.77,58.06,98.4,1.383604167,0.845614583,0.4719375,1.01534375,0.294604167,0.89071875,-0.011395833,1.2224375,66,12.4,230,82.07142857,5,8
6925,19.79,60.69,98.41,1.382983333,0.845541667,0.47145,1.015225,0.294383333,0.889925,-0.011416667,1.22265,66,12.4,226,82,5,8
6926,18.98,64.38,98.41,1.3823625,0.84546875,0.4709625,1.01510625,0.2941625,0.88913125,-0.0114375,1.2228625,66,12.4,222,81,5,8
6944,25.23,39.44,97.97,1.325866667,0.838833333,0.4266,1.0043,0.274066667,0.8169,-0.013333333,1.2422,66,16.6024,210,183.928,13,18
6945,23.15,50.94,98.02,1.325245833,0.838760417,0.4261125,1.00418125,0.273845833,0.81610625,-0.013354167,1.2424125,66,16.64444444,214,186,13,18
6946,21.8,52.06,98.08,1.324625,0.8386875,0.425625,1.0040625,0.273625,0.8153125,-0.013375,1.242625,66,16.53478261,214,186.3478261,13,18
6947,21.19,53.5,98.14,1.324004167,0.838614583,0.4251375,1.00394375,0.273404167,0.81451875,-0.013395833,1.2428375,66,16.6,214,186.0555556,13,18
6948,20.15,56.19,98.19,1.323383333,0.838541667,0.42465,1.003825,0.273183333,0.813725,-0.013416667,1.24305,66,16.6,214,183,13,18
6949,19.05,58.81,98.22,1.3227625,0.83846875,0.4241625,1.00370625,0.2729625,0.81293125,-0.0134375,1.2432625,66,16.6,211.6842105,180.8421053,12.42105263,18
6950,18.08,61.38,98.24,1.322141667,0.838395833,0.423675,1.0035875,0.272741667,0.8121375,-0.013458333,1.243475,66,16.6,210,178.4,12,17
6951,17.24,64.31,98.25,1.321520833,0.838322917,0.4231875,1.00346875,0.272520833,0.81134375,-0.013479167,1.2436875,66,16.6,206,175,12,17
6952,16.53,67.38,98.25,1.3209,0.83825,0.4227,1.00335,0.2723,0.81055,-0.0135,1.2439,66,16.57727273,206,174.0909091,12,17
6953,15.98,69.88,98.25,1.320279167,0.838177083,0.4222125,1.00323125,0.272079167,0.80975625,-0.013520833,1.2441125,66,16.54285714,202,171.1904762,12,17
6954,15.69,71.19,98.23,1.319658333,0.838104167,0.421725,1.0031125,0.271858333,0.8089625,-0.013541667,1.244325,66,16.57,198,169.85,12,16
6955,15.83,70.56,98.21,1.3190375,0.83803125,0.4212375,1.00299375,0.2716375,0.80816875,-0.0135625,1.2445375,66,16.5,198,168,11,16
6956,16.02,69.69,98.22,1.318416667,0.837958333,0.42075,1.002875,0.271416667,0.807375,-0.013583333,1.24475,66,16.44444444,194,164.5555556,11,16
6957,15.8,71,98.26,1.317795833,0.837885417,0.4202625,1.00275625,0.271195833,0.80658125,-0.013604167,1.2449625,66,16.5,194,163,11,16
6958,16.03,71.25,98.32,1.317175,0.8378125,0.419775,1.0026375,0.270975,0.8057875,-0.013625,1.245175,66,16.46,190,161.4,11,16
6959,18.3,62.25,98.4,1.316554167,0.837739583,0.4192875,1.00251875,0.270754167,0.80499375,-0.013645833,1.2453875,66,16.5,190,159,11,15
6968,27.37,28.19,98.05,1.310966667,0.837083333,0.4149,1.00145,0.268766667,0.79785,-0.013833333,1.2473,66,15.5,222,159.56,11,15.24
6969,22.28,43.88,98.13,1.309725,0.8369375,0.413925,1.0012125,0.268325,0.7962625,-0.013875,1.247725,66,15.465,226,160.9,11,16
6970,21.69,44.94,98.21,1.309104167,0.836864583,0.4134375,1.00109375,0.268104167,0.79546875,-0.013895833,1.2479375,66,15.55789474,226,160.5789474,11,16
6971,21.13,46,98.26,1.308483333,0.836791667,0.41295,1.000975,0.267883333,0.794675,-0.013916667,1.24815,66,15.6,226,159,11,15
6972,20.51,47.62,98.27,1.3078625,0.83671875,0.4124625,1.00085625,0.2676625,0.79388125,-0.0139375,1.2483625,66,15.6,225,156,11,15
6973,19.83,49.62,98.24,1.307241667,0.836645833,0.411975,1.0007375,0.267441667,0.7930875,-0.013958333,1.248575,66,15.5,222,154,11,15
6974,19.19,51.94,98.2,1.306620833,0.836572917,0.4114875,1.00061875,0.267220833,0.79229375,-0.013979167,1.2487875,66,15.50833333,218,151.5833333,10,15
6975,18.55,54.75,98.15,1.306,0.8365,0.411,1.0005,0.267,0.7915,-0.014,1.249,66,15.6,214,149,10,14
6976,17.9,57.44,98.08,1.305379167,0.836427083,0.4105125,1.00038125,0.266779167,0.79070625,-0.014020833,1.2492125,66,15.54761905,210,146,10,14
6977,16.58,61.19,97.99,1.3041375,0.83628125,0.4095375,1.00014375,0.2663375,0.78911875,-0.0140625,1.2496375,66,15.5,206,142,10,14
6978,16.26,61.38,97.99,1.303516667,0.836208333,0.40905,1.000025,0.266116667,0.788325,-0.014083333,1.24985,66,15.5,202,140,10,14
6979,16.44,60.31,98.03,1.302895833,0.836135417,0.4085625,0.99990625,0.265895833,0.78753125,-0.014104167,1.2500625,66,15.5,202,137,9,13
6980,17.08,60.62,98.09,1.302275,0.8360625,0.408075,0.9997875,0.265675,0.7867375,-0.014125,1.250275,66,15.6,198,135,9,13
6981,19.43,51.31,98.18,1.301654167,0.835989583,0.4075875,0.99966875,0.265454167,0.78594375,-0.014145833,1.2504875,66,15.5,195.76,133.56,9,13
6982,23.7,38.5,98.26,1.301033333,0.835916667,0.4071,0.99955,0.265233333,0.78515,-0.014166667,1.2507,66,15.5,194,133.0869565,9,13
6983,26.66,32.75,98.29,1.3004125,0.83584375,0.4066125,0.99943125,0.2650125,0.78435625,-0.0141875,1.2509125,66,15.42,194,132,9,13
6990,24.54,45.56,97.92,1.295445833,0.835260417,0.4027125,0.99848125,0.263245833,0.77800625,-0.014354167,1.2526125,66,14.46521739,238,140,9,13
6991,21.52,53.38,97.98,1.294825,0.8351875,0.402225,0.9983625,0.263025,0.7772125,-0.014375,1.252825,66,14.5,238,139.9230769,9.923076923,13
6992,20.61,55.38,98.06,1.294204167,0.835114583,0.4017375,0.99824375,0.262804167,0.77641875,-0.014395833,1.2530375,66,14.5,238,139,9,13
6993,19.9,57.25,98.14,1.293583333,0.835041667,0.40125,0.998125,0.262583333,0.775625,-0.014416667,1.25325,66,14.575,238,137,9,13
6994,19.33,59.06,98.17,1.2929625,0.83496875,0.4007625,0.99800625,0.2623625,0.77483125,-0.0144375,1.2534625,66,14.6,234,135,9,13
6995,18.87,60.75,98.15,1.292341667,0.834895833,0.400275,0.9978875,0.262141667,0.7740375,-0.014458333,1.253675,66,14.6,234,133,9,13
6996,18.44,62.56,98.1,1.291720833,0.834822917,0.3997875,0.99776875,0.261920833,0.77324375,-0.014479167,1.2538875,66,14.6,230,130,9,13
6997,18.02,64.31,98.05,1.2911,0.83475,0.3993,0.99765,0.2617,0.77245,-0.0145,1.2541,66,14.57916667,226,127.2083333,9,12
6998,17.76,65.38,97.99,1.290479167,0.834677083,0.3988125,0.99753125,0.261479167,0.77165625,-0.014520833,1.2543125,66,14.6,222,126,8.428571429,12
6999,17.6,65.81,97.94,1.289858333,0.834604167,0.398325,0.9974125,0.261258333,0.7708625,-0.014541667,1.254525,66,14.564,218,123.2,8,12
7052,23.87,41.75,98.22,1.250745833,0.830010417,0.3676125,0.98993125,0.247345833,0.72085625,-0.015854167,1.2679125,68,22.87916667,230,296.7916667,21,29
7053,20.64,50.69,98.27,1.250125,0.8299375,0.367125,0.9898125,0.247125,0.7200625,-0.015875,1.268125,67,22.26842105,234,297,21,29
7054,19.55,52.44,98.33,1.249504167,0.829864583,0.3666375,0.98969375,0.246904167,0.71926875,-0.015895833,1.2683375,67,22,234,294,21,29
7055,18.62,54.5,98.36,1.248883333,0.829791667,0.36615,0.989575,0.246683333,0.718475,-0.015916667,1.26855,66,22.03125,230,291,20,29
7056,17.76,56.94,98.38,1.2482625,0.82971875,0.3656625,0.98945625,0.2464625,0.71768125,-0.0159375,1.2687625,66,21.93125,226,289,20,28
7057,16.93,59.62,98.36,1.247641667,0.829645833,0.365175,0.9893375,0.246241667,0.7168875,-0.015958333,1.268975,66,21.9,226,286,20,28
7058,16.13,62.56,98.33,1.247020833,0.829572917,0.3646875,0.98921875,0.246020833,0.71609375,-0.015979167,1.2691875,66,21.9,222,282,20,28
7059,15.46,65.56,98.29,1.2464,0.8295,0.3642,0.9891,0.2458,0.7153,-0.016,1.2694,65,21.75909091,218,282,20,27.40909091
7060,15.01,67.88,98.25,1.245779167,0.829427083,0.3637125,0.98898125,0.245579167,0.71450625,-0.016020833,1.2696125,65,21.7,214,278,19,27
7061,14.75,69.12,98.2,1.245158333,0.829354167,0.363225,0.9888625,0.245358333,0.7137125,-0.016041667,1.269825,65,21.7,210,275.7272727,19,27
7062,14.75,69,98.17,1.2445375,0.82928125,0.3627375,0.98874375,0.2451375,0.71291875,-0.0160625,1.2700375,65,21.7,210,274.75,19,27
7063,14.42,70.25,98.18,1.243916667,0.829208333,0.36225,0.988625,0.244916667,0.712125,-0.016083333,1.27025,65,21.66363636,206,271.5454545,19,27
7064,13.83,72.69,98.21,1.243295833,0.829135417,0.3617625,0.98850625,0.244695833,0.71133125,-0.016104167,1.2704625,65,21.59444444,202,270,19,26.5
7065,15.01,68.5,98.26,1.242675,0.8290625,0.361275,0.9883875,0.244475,0.7105375,-0.016125,1.270675,65,21.4,202,267.2857143,19,26
7066,17.88,57.31,98.34,1.242054167,0.828989583,0.3607875,0.98826875,0.244254167,0.70974375,-0.016145833,1.2708875,65,21.1,198,264.3076923,18,26
7067,22.52,40.81,98.4,1.241433333,0.828916667,0.3603,0.98815,0.244033333,0.70895,-0.016166667,1.2711,65,21.1,195.8181818,265.4545455,18.59090909,26
7068,25.29,33.25,98.44,1.2408125,0.82884375,0.3598125,0.98803125,0.2438125,0.70815625,-0.0161875,1.2713125,65,21.1,194,263.047619,18,26
7069,26.75,30.5,98.44,1.240191667,0.828770833,0.359325,0.9879125,0.243591667,0.7073625,-0.016208333,1.271525,65,20.935,194,263.6,18,26
7070,27.87,28.25,98.42,1.239570833,0.828697917,0.3588375,0.98779375,0.243370833,0.70656875,-0.016229167,1.2717375,65,20.85,198,263.5,18,26
7071,29.01,25.31,98.27,1.238329167,0.828552083,0.3578625,0.98755625,0.242929167,0.70498125,-0.016270833,1.2721625,65,20.58421053,206,266.5263158,18.84210526,26
7072,28.9,25.06,98.19,1.237708333,0.828479167,0.357375,0.9874375,0.242708333,0.7041875,-0.016291667,1.272375,65,20.40555556,214,266.9444444,19,26
7073,28.35,25.19,98.13,1.2370875,0.82840625,0.3568875,0.98731875,0.2424875,0.70339375,-0.0163125,1.2725875,65,19.9,222,268,19,27
7074,27.21,26.62,98.11,1.236466667,0.828333333,0.3564,0.9872,0.242266667,0.7026,-0.016333333,1.2728,65,19.7,226,269.6666667,19,26.83333333
